aX,aY,aZ,gX,gY,gZ
0.300,-0.178,0.011,-84.351,-54.565,-30.518
0.277,-0.293,-0.009,-57.373,-60.791,-56.519
0.245,-0.442,-0.041,-44.373,-66.101,-75.378
0.233,-0.601,-0.044,-51.147,-67.749,-78.064
0.266,-0.755,-0.034,-70.984,-67.627,-66.345
0.345,-0.884,-0.040,-93.445,-67.566,-47.485
0.402,-0.924,-0.042,-104.431,-66.895,-28.381
0.419,-0.921,-0.076,-96.069,-68.970,-15.137
0.447,-0.877,-0.143,-77.393,-72.388,-12.024
0.402,-0.840,-0.228,-57.190,-74.097,-18.188
0.347,-0.816,-0.298,-40.161,-74.341,-27.954
0.299,-0.846,-0.358,-26.855,-75.073,-36.682
0.259,-0.881,-0.358,-23.010,-82.031,-41.504
0.308,-0.934,-0.331,-26.245,-93.201,-42.114
0.378,-1.038,-0.267,-28.870,-101.807,-40.161
0.387,-1.133,-0.186,-27.344,-105.286,-35.156
0.371,-1.184,-0.148,-18.555,-105.957,-27.405
0.370,-1.184,-0.177,-2.563,-105.896,-18.921
0.320,-1.106,-0.251,19.165,-106.323,-11.536
0.223,-1.029,-0.387,39.124,-109.802,-7.996
0.112,-0.972,-0.523,45.532,-116.089,-7.385
0.144,-0.930,-0.641,36.621,-124.084,-7.690
0.256,-0.953,-0.694,23.071,-133.789,-9.644
0.367,-1.046,-0.706,18.677,-145.508,-17.090
0.564,-1.189,-0.759,23.499,-154.053,-28.259
0.810,-1.364,-0.750,35.828,-162.476,-40.527
1.037,-1.523,-0.720,54.260,-175.598,-55.786
1.323,-1.706,-0.595,76.538,-192.932,-68.787
1.631,-1.892,-0.181,99.915,-214.050,-76.111
1.988,-2.026,0.383,127.991,-234.436,-77.393
2.383,-2.089,0.929,160.217,-243.591,-70.984
2.661,-2.041,1.357,186.340,-231.201,-54.138
2.862,-1.834,1.589,199.524,-199.524,-25.208
2.941,-1.524,1.618,206.360,-163.513,14.160
2.949,-1.080,1.626,204.407,-130.615,62.866
2.851,-0.486,1.666,201.416,-99.548,113.403
2.710,0.237,1.707,197.876,-69.153,156.494
2.603,0.975,1.739,183.472,-42.297,184.998
2.521,1.556,1.783,161.987,-22.278,188.232
2.313,1.866,1.663,150.513,-5.798,161.865
1.999,1.936,1.420,151.550,10.315,113.953
1.678,1.833,1.182,154.358,22.583,65.063
1.377,1.631,1.006,152.649,26.794,30.701
1.092,1.456,0.822,146.790,26.978,18.494
0.866,1.401,0.652,134.644,26.672,30.457
0.740,1.462,0.581,111.633,23.926,58.105
0.715,1.597,0.613,79.895,20.874,83.008
0.709,1.678,0.607,54.749,20.081,88.074
0.679,1.644,0.566,42.419,20.203,68.542
0.667,1.484,0.504,39.368,19.653,31.616
0.672,1.224,0.465,41.382,17.334,-9.338
0.689,0.925,0.474,43.213,11.108,-44.922
0.684,0.605,0.525,44.128,3.540,-69.153
0.703,0.355,0.575,43.457,-1.465,-76.355
0.745,0.167,0.638,40.710,-3.174,-65.430
0.778,0.071,0.680,39.246,-0.244,-40.955
0.776,0.095,0.624,41.260,8.179,-11.902
0.772,0.208,0.536,38.086,14.526,16.174
0.771,0.347,0.475,27.283,16.479,38.086
0.768,0.452,0.413,15.259,17.090,48.645
0.778,0.551,0.375,4.333,15.503,47.546
0.834,0.584,0.365,-4.333,11.780,36.316
0.881,0.557,0.378,-7.263,6.897,18.311
0.901,0.499,0.365,-2.625,1.770,-1.038
0.887,0.427,0.298,3.418,-0.427,-15.137
0.941,0.373,0.319,1.465,2.380,-20.874
0.910,0.313,0.392,-3.296,-6.714,-17.151
0.902,0.273,0.345,-5.737,-18.616,-13.672
0.974,0.285,0.325,-7.690,-4.272,-5.615
1.557,-0.656,0.107,47.729,-17.700,40.527
1.738,-0.531,0.012,49.683,-6.714,51.758
1.930,-0.367,0.028,46.692,1.038,59.448
2.057,-0.128,0.036,53.284,10.620,66.589
2.143,0.181,0.101,64.453,26.245,80.078
2.273,0.534,0.217,61.584,43.152,99.609
2.470,0.911,0.273,48.889,58.899,117.004
2.690,1.224,0.238,36.804,75.378,123.474
2.886,1.389,0.107,28.137,93.933,113.770
2.938,1.433,-0.010,26.672,113.098,89.355
2.919,1.465,0.007,28.992,126.038,67.810
2.813,1.525,0.135,24.536,130.920,61.523
2.629,1.636,0.275,7.263,134.521,71.838
2.421,1.821,0.350,-19.531,142.029,92.041
2.169,1.974,0.373,-50.293,149.597,109.375
1.854,2.062,0.405,-81.421,155.396,113.831
1.517,2.109,0.458,-104.797,158.081,106.140
1.200,2.100,0.556,-113.403,156.799,89.600
0.938,2.037,0.566,-111.389,156.311,67.139
0.721,1.918,0.533,-104.004,153.931,41.443
0.549,1.744,0.453,-97.534,146.545,17.273
0.372,1.553,0.366,-92.529,134.033,0.244
0.205,1.375,0.315,-89.539,114.929,-2.869
0.074,1.246,0.322,-93.750,91.797,7.507
-0.016,1.215,0.327,-99.915,69.519,27.649
-0.124,1.254,0.368,-108.337,49.805,50.903
-0.221,1.290,0.524,-126.587,35.400,70.862
-0.218,1.352,0.898,-144.592,27.344,81.543
-0.165,1.437,1.286,-150.146,30.762,75.806
-0.135,1.373,1.368,-141.296,50.293,49.561
-0.158,1.177,1.226,-131.531,75.073,14.587
-0.234,0.994,1.014,-125.061,95.825,-12.817
-0.273,0.811,0.818,-115.051,101.013,-27.161
-0.307,0.682,0.698,-107.788,91.553,-27.344
-0.287,0.587,0.695,-104.004,76.599,-19.714
-0.271,0.508,0.717,-97.595,57.617,-11.536
-0.261,0.411,0.743,-84.656,37.048,-8.728
-0.280,0.317,0.736,-64.941,19.714,-15.381
-0.288,0.242,0.663,-41.565,3.418,-30.701
-0.303,0.143,0.622,-22.217,-9.949,-47.791
-0.304,0.080,0.651,-9.155,-19.043,-60.608
-0.341,-0.021,0.651,-7.324,-22.522,-69.458
-0.381,-0.153,0.638,-27.405,-20.081,-68.909
-0.385,-0.298,0.650,-63.110,-12.268,-54.993
-0.378,-0.412,0.627,-96.497,-3.479,-36.011
-0.386,-0.520,0.553,-117.249,2.441,-18.372
-0.375,-0.615,0.453,-127.563,5.615,-2.991
-0.370,-0.706,0.337,-130.127,5.615,11.047
-0.381,-0.716,0.180,-119.995,0.122,22.156
-0.367,-0.682,0.056,-101.624,-13.428,26.611
-0.357,-0.652,-0.047,-85.754,-29.785,26.672
-0.339,-0.627,-0.105,-77.820,-45.715,26.917
-0.286,-0.609,-0.109,-80.139,-59.814,29.053
-0.251,-0.619,-0.071,-85.388,-70.740,29.724
-0.181,-0.637,0.005,-88.867,-77.332,29.053
-0.077,-0.661,0.021,-90.088,-79.773,25.879
-0.030,-0.684,-0.041,-90.759,-78.979,20.874
0.019,-0.691,-0.126,-96.069,-73.914,15.686
0.068,-0.696,-0.202,-100.159,-66.895,8.545
0.037,-0.750,-0.270,-96.863,-62.500,-3.723
0.016,-0.780,-0.309,-88.501,-62.195,-19.348
-0.023,-0.840,-0.347,-76.111,-68.542,-33.020
0.009,-0.943,-0.338,-67.444,-82.764,-42.908
0.105,-1.035,-0.297,-62.744,-98.633,-46.326
0.268,-1.067,-0.333,-56.519,-114.380,-46.875
0.399,-1.047,-0.366,-49.377,-130.188,-48.157
0.491,-0.997,-0.374,-43.579,-139.465,-50.720
0.630,-0.932,-0.353,-38.513,-143.555,-58.350
0.669,-0.927,-0.272,-32.593,-147.705,-75.134
0.648,-1.028,-0.205,-22.888,-145.996,-98.633
0.679,-1.181,-0.164,-15.259,-142.395,-121.948
0.762,-1.384,-0.248,-13.245,-139.160,-135.071
0.845,-1.638,-0.298,-19.653,-134.399,-145.630
0.998,-1.922,-0.420,-24.475,-136.475,-142.273
1.144,-2.162,-0.527,-22.400,-143.738,-127.686
1.221,-2.378,-0.512,-8.179,-154.663,-112.000
1.396,-2.577,-0.453,17.883,-162.537,-99.854
1.647,-2.742,-0.361,47.302,-167.358,-92.224
1.885,-2.867,-0.033,78.064,-176.575,-87.646
2.140,-2.926,0.376,113.037,-188.843,-74.280
2.358,-2.822,0.834,139.832,-192.932,-45.959
2.492,-2.556,1.278,156.311,-180.725,-8.484
2.490,-2.094,1.522,172.485,-158.630,36.316
2.410,-1.528,1.570,187.256,-131.653,87.158
2.388,-0.880,1.527,197.144,-100.464,137.451
2.329,-0.052,1.391,208.191,-72.388,189.392
2.354,0.735,1.362,208.130,-54.077,234.924
2.418,1.536,1.486,189.880,-42.297,265.869
2.542,2.107,1.658,170.471,-26.794,263.916
2.542,2.348,1.710,166.260,-4.028,222.534
2.310,2.310,1.628,183.716,21.851,150.146
1.935,2.092,1.414,204.651,44.983,73.730
1.525,1.840,1.124,205.322,58.228,26.978
1.220,1.764,0.807,181.946,60.730,26.733
1.040,1.869,0.582,141.479,60.608,61.462
1.005,2.044,0.487,92.224,63.660,95.886
0.979,2.135,0.431,52.734,67.932,98.877
0.873,2.054,0.347,33.936,67.749,60.364
0.713,1.773,0.217,31.738,58.411,-7.568
0.611,1.353,0.194,33.752,38.391,-81.238
0.593,0.873,0.211,37.476,18.005,-137.878
0.571,0.445,0.256,45.654,2.686,-163.025
0.557,0.190,0.315,47.302,-7.690,-148.499
0.595,0.149,0.318,34.363,-10.986,-96.619
0.668,0.281,0.385,12.695,-6.714,-26.978
0.712,0.523,0.396,-7.019,5.493,36.621
0.751,0.771,0.298,-15.137,16.357,76.355
0.814,0.980,0.156,-17.639,15.991,87.463
0.844,1.047,0.041,-14.587,7.507,71.533
0.877,0.995,0.003,-6.287,-3.174,37.598
0.871,0.835,0.022,2.136,-15.747,-0.366
0.829,0.626,0.057,9.583,-27.893,-30.701
0.883,0.396,0.116,15.320,-29.907,-46.387
0.910,0.271,0.335,17.090,-31.311,-47.363
0.910,0.173,0.270,17.029,-47.729,-39.673
0.996,0.156,0.285,12.268,-27.954,-23.071
1.032,0.139,0.297,3.113,-9.705,-7.385
1.025,0.151,0.245,-3.784,-8.606,0.793
1.014,0.155,0.201,-4.944,-7.996,2.136
1.671,-0.854,0.208,35.767,-26.733,-1.343
1.787,-0.879,0.170,43.762,-19.653,19.226
1.907,-0.793,0.154,52.368,-7.507,47.302
2.032,-0.574,0.200,62.622,4.028,79.041
2.139,-0.285,0.239,73.120,14.038,106.689
2.250,0.067,0.277,77.698,24.475,125.916
2.351,0.446,0.311,71.594,36.682,138.672
2.480,0.771,0.312,55.237,51.208,142.395
2.584,1.027,0.325,37.048,68.359,136.047
2.605,1.180,0.350,24.353,89.417,122.620
2.544,1.262,0.345,20.142,111.206,104.553
2.426,1.278,0.321,21.729,126.465,86.548
2.277,1.264,0.320,21.362,136.597,74.158
2.129,1.239,0.340,16.846,145.813,68.115
1.964,1.209,0.372,12.756,150.879,64.697
1.788,1.163,0.381,7.751,152.100,62.866
1.627,1.099,0.386,0.671,152.771,62.256
1.458,1.065,0.439,-6.104,152.405,63.538
1.270,1.061,0.517,-10.925,148.132,65.002
1.111,1.068,0.601,-16.907,144.714,66.833
0.973,1.095,0.711,-24.902,146.118,69.397
0.848,1.157,0.764,-30.701,150.696,71.472
0.731,1.231,0.714,-33.875,155.334,70.740
0.611,1.272,0.623,-39.063,155.518,66.345
0.502,1.297,0.552,-48.340,149.292,58.777
0.423,1.284,0.499,-57.434,134.766,47.852
0.351,1.218,0.462,-61.890,116.089,33.752
0.264,1.115,0.411,-62.683,98.633,17.334
0.178,1.013,0.392,-62.866,82.397,2.136
0.084,0.902,0.415,-65.063,65.186,-10.376
0.041,0.822,0.523,-69.336,50.049,-18.005
-0.006,0.737,0.625,-74.097,43.396,-21.484
-0.062,0.641,0.719,-78.308,43.701,-23.071
-0.101,0.554,0.759,-83.435,46.692,-18.677
-0.161,0.453,0.756,-88.745,50.598,-8.484
-0.201,0.333,0.729,-97.168,56.458,4.761
-0.255,0.239,0.654,-105.835,61.584,22.217
-0.336,0.192,0.575,-109.131,61.218,39.612
-0.372,0.150,0.435,-104.980,51.331,54.321
-0.385,0.145,0.311,-99.854,34.851,64.514
-0.388,0.140,0.260,-98.450,16.174,66.589
-0.414,0.150,0.221,-95.459,-1.770,63.599
-0.425,0.192,0.207,-93.689,-16.785,60.242
-0.426,0.192,0.237,-99.121,-31.372,55.420
-0.390,0.170,0.353,-111.145,-44.495,50.354
-0.359,0.122,0.434,-121.033,-49.866,46.143
-0.335,0.046,0.452,-126.892,-47.180,42.053
-0.314,-0.009,0.412,-132.080,-40.771,38.818
-0.289,-0.052,0.361,-135.376,-35.339,37.537
-0.264,-0.092,0.343,-135.071,-33.813,35.828
-0.260,-0.130,0.309,-128.357,-35.278,31.250
-0.269,-0.151,0.257,-117.493,-39.307,21.057
-0.276,-0.177,0.159,-107.361,-46.326,7.751
-0.318,-0.213,0.073,-101.868,-53.345,-3.723
-0.360,-0.275,0.015,-104.126,-59.448,-11.719
-0.389,-0.374,-0.056,-118.408,-64.758,-14.221
-0.413,-0.494,-0.049,-145.752,-68.726,-8.911
-0.358,-0.644,-0.022,-173.279,-70.984,2.136
-0.322,-0.735,0.034,-184.631,-74.524,10.620
-0.262,-0.800,0.055,-170.654,-82.703,10.132
-0.125,-0.860,0.026,-139.832,-93.994,0.000
-0.033,-0.946,-0.077,-100.769,-106.812,-18.738
0.003,-1.047,-0.176,-61.096,-114.502,-46.753
-0.028,-1.176,-0.235,-33.020,-111.877,-78.003
-0.122,-1.408,-0.317,-22.949,-105.530,-104.614
-0.226,-1.699,-0.318,-37.659,-107.056,-121.582
-0.258,-2.019,-0.275,-62.439,-113.586,-126.526
-0.200,-2.391,-0.207,-78.491,-119.751,-124.268
-0.152,-2.729,-0.218,-72.144,-130.859,-116.882
-0.099,-2.841,-0.349,-42.725,-151.001,-103.821
0.017,-2.796,-0.594,-4.272,-175.415,-81.726
0.202,-2.690,-0.769,28.870,-198.303,-68.970
0.354,-2.666,-0.680,50.781,-225.769,-72.754
0.564,-2.731,-0.422,68.298,-251.404,-83.313
0.793,-2.873,-0.032,85.999,-267.944,-93.628
1.195,-2.993,0.291,101.685,-276.428,-96.497
1.697,-3.000,0.627,116.638,-282.837,-82.092
2.221,-2.839,1.158,130.554,-288.635,-43.640
2.750,-2.428,1.884,149.048,-291.077,12.207
3.248,-1.673,2.563,174.133,-270.874,77.393
3.614,-0.724,2.898,199.890,-212.219,141.724
3.858,0.235,2.927,220.459,-130.371,186.157
3.820,1.164,2.708,228.760,-56.458,201.355
3.754,1.809,2.404,224.792,-12.451,188.416
3.558,2.181,2.092,208.252,-0.244,151.611
3.256,2.225,1.712,192.993,-0.366,96.558
2.905,2.024,1.410,183.105,5.310,35.950
2.510,1.716,1.219,177.490,14.160,-10.071
2.162,1.414,1.044,172.668,22.522,-34.363
1.853,1.204,0.832,163.330,27.893,-31.982
1.579,1.093,0.701,143.433,29.358,-8.362
1.376,1.061,0.674,119.202,33.936,20.569
1.182,1.093,0.622,97.778,42.786,48.523
1.008,1.137,0.538,77.698,46.936,69.519
0.869,1.177,0.459,61.523,43.762,77.515
0.805,1.191,0.384,50.598,43.213,72.876
0.810,1.169,0.381,41.809,49.255,59.570
0.806,1.100,0.345,37.659,44.128,41.626
0.795,0.996,0.269,37.476,27.771,22.827
0.735,0.865,0.221,36.682,17.151,7.324
0.831,0.679,0.082,33.630,30.334,-0.061
0.879,0.573,0.504,26.062,38.330,-1.160
0.592,0.423,0.223,26.489,-25.635,-7.751
0.778,0.365,0.308,26.917,-13.855,1.160
0.801,0.311,0.406,17.883,20.996,19.470
0.767,0.339,0.432,6.592,20.630,36.682
0.775,0.414,0.376,-0.244,11.475,53.772
0.802,0.471,0.326,-4.028,15.930,65.125
0.814,0.520,0.288,-8.118,20.630,67.139
0.826,0.536,0.228,-7.446,18.616,60.913
0.835,0.521,0.169,-1.770,14.648,47.607
0.846,0.493,0.140,4.761,7.996,31.250
0.872,0.454,0.168,8.423,-0.793,14.954
0.891,0.406,0.236,8.789,-9.033,0.549
0.904,0.344,0.280,9.338,-14.099,-9.094
0.949,0.284,0.381,7.751,-11.047,-13.367
0.944,0.244,0.419,4.456,-8.423,-12.085
0.930,0.218,0.403,1.404,-3.662,-7.996
0.913,0.201,0.345,-2.258,3.540,-1.099
2.179,-0.352,0.270,19.592,-22.034,1.587
2.410,-0.339,0.386,28.870,-11.841,11.719
2.563,-0.259,0.529,40.039,2.258,29.480
2.672,-0.091,0.692,46.875,17.761,53.955
2.736,0.118,0.774,45.654,33.630,79.407
2.775,0.337,0.756,38.208,55.908,97.900
2.789,0.510,0.682,28.931,81.421,107.422
2.768,0.630,0.601,19.958,103.577,109.985
2.668,0.696,0.561,14.954,120.178,108.398
2.518,0.784,0.575,13.977,135.925,107.178
2.316,0.881,0.608,11.658,152.039,110.901
2.057,0.977,0.638,3.235,165.649,118.469
1.761,1.081,0.623,-7.874,176.208,127.075
1.445,1.175,0.548,-18.433,185.852,134.521
1.140,1.251,0.486,-28.687,193.237,137.634
0.888,1.282,0.433,-39.673,194.824,132.935
0.711,1.316,0.439,-49.805,190.979,121.460
0.567,1.357,0.463,-56.580,186.035,106.506
0.454,1.370,0.456,-61.768,183.044,92.468
0.386,1.375,0.413,-69.641,177.063,82.397
0.324,1.372,0.387,-81.970,166.687,76.233
0.265,1.389,0.382,-96.436,151.855,73.853
0.194,1.387,0.394,-111.450,132.996,73.792
0.120,1.355,0.406,-123.962,116.821,72.632
0.047,1.287,0.394,-129.944,104.248,69.824
-0.050,1.167,0.328,-124.573,92.224,63.110
-0.153,1.047,0.244,-113.708,78.430,51.880
-0.241,0.953,0.224,-104.736,62.927,40.527
-0.308,0.857,0.251,-101.501,48.462,32.043
-0.356,0.741,0.327,-106.079,34.180,26.978
-0.380,0.609,0.419,-111.450,22.766,25.452
-0.396,0.494,0.511,-112.000,16.724,25.452
-0.435,0.412,0.538,-104.248,14.587,24.353
-0.493,0.350,0.476,-92.773,12.817,21.118
-0.532,0.308,0.386,-87.585,8.911,17.944
-0.578,0.266,0.314,-92.346,1.465,16.479
-0.606,0.192,0.283,-106.506,-6.042,17.883
-0.621,0.093,0.256,-126.038,-13.184,22.583
-0.620,0.002,0.264,-144.470,-22.278,30.640
-0.560,-0.096,0.292,-154.419,-31.799,38.208
-0.508,-0.162,0.364,-151.123,-39.551,41.504
-0.443,-0.196,0.416,-135.376,-45.776,40.283
-0.392,-0.218,0.431,-114.868,-53.406,32.959
-0.334,-0.255,0.431,-98.572,-62.683,21.606
-0.284,-0.322,0.440,-88.074,-69.092,10.315
-0.256,-0.401,0.420,-81.421,-72.388,0.305
-0.231,-0.481,0.366,-79.346,-74.463,-6.165
-0.217,-0.547,0.274,-81.970,-76.294,-7.874
-0.224,-0.587,0.166,-87.952,-75.623,-5.310
-0.217,-0.591,0.060,-95.947,-74.646,-1.038
-0.221,-0.596,-0.008,-102.173,-77.942,0.549
-0.187,-0.614,-0.033,-102.478,-85.327,-1.587
-0.094,-0.661,-0.059,-95.337,-95.459,-7.080
-0.014,-0.749,-0.037,-81.970,-105.408,-17.700
0.017,-0.836,-0.032,-65.857,-109.802,-29.846
0.023,-0.911,-0.065,-55.176,-110.291,-38.208
-0.003,-0.964,-0.128,-56.335,-112.427,-41.138
-0.016,-0.964,-0.190,-65.491,-116.394,-39.795
0.036,-0.991,-0.150,-75.562,-123.108,-37.720
0.112,-1.057,-0.112,-75.867,-134.644,-41.260
0.289,-1.136,-0.071,-62.927,-148.926,-50.171
0.539,-1.188,-0.083,-37.964,-158.997,-62.317
0.656,-1.198,-0.238,-1.465,-163.635,-77.698
0.645,-1.206,-0.394,27.100,-162.537,-93.201
0.573,-1.164,-0.350,33.997,-163.513,-101.990
0.491,-1.180,-0.211,26.917,-175.720,-100.830
0.499,-1.196,-0.090,11.719,-187.256,-101.990
0.675,-1.347,0.129,-6.348,-195.740,-111.389
0.923,-1.734,0.386,-15.869,-199.402,-130.615
1.229,-2.254,0.464,-4.333,-191.284,-152.466
1.430,-2.745,0.332,30.945,-176.270,-169.189
1.629,-3.211,0.170,78.796,-172.119,-172.974
1.936,-3.519,0.260,127.197,-196.594,-155.457
2.245,-3.484,0.711,177.307,-237.366,-113.403
2.597,-3.085,1.275,218.323,-260.498,-49.805
2.866,-2.400,1.894,234.863,-250.000,23.621
3.093,-1.502,2.465,226.074,-210.022,98.145
3.220,-0.528,2.691,203.247,-148.437,159.790
3.061,0.370,2.438,184.448,-88.257,203.003
2.737,1.132,1.925,176.208,-40.588,227.417
2.436,1.787,1.443,168.335,-7.568,236.145
2.188,2.266,1.165,156.311,12.939,228.699
1.967,2.632,0.978,144.775,25.940,208.984
1.814,2.808,0.834,135.864,31.738,178.101
1.719,2.775,0.786,127.136,30.212,131.287
1.594,2.603,0.719,122.742,28.198,74.402
1.473,2.317,0.615,116.089,29.419,20.691
1.363,1.921,0.555,106.812,33.142,-23.193
1.214,1.513,0.494,100.159,34.912,-56.091
1.073,1.160,0.469,91.370,37.109,-74.097
0.970,0.864,0.432,80.750,31.128,-77.759
0.872,0.622,0.413,71.106,26.917,-75.195
0.811,0.484,0.421,63.538,35.339,-69.580
0.778,0.377,0.377,56.702,35.950,-58.777
0.799,0.309,0.333,48.828,24.841,-45.227
0.803,0.259,0.306,42.908,18.188,-36.133
0.782,0.210,0.291,39.673,18.127,-34.485
0.759,0.148,0.253,39.124,16.724,-35.400
0.737,0.080,0.235,33.936,12.390,-31.799
0.748,0.026,0.281,24.475,10.498,-20.325
0.777,0.032,0.309,17.212,11.047,-2.075
0.799,0.127,0.343,10.071,11.230,18.982
0.824,0.265,0.355,3.662,12.329,37.903
0.841,0.401,0.356,-2.014,15.320,50.903
0.895,0.526,0.345,-7.874,15.991,56.458
0.916,0.578,0.306,-10.376,14.404,51.147
0.923,0.609,0.271,-11.475,11.108,38.818
0.936,0.609,0.238,-11.169,6.958,24.841
0.938,0.562,0.237,-9.949,4.333,12.085
1.009,0.481,0.215,-8.301,6.714,3.235
0.959,0.443,0.237,-4.822,4.333,-3.662
0.937,0.375,0.168,0.854,-4.272,-6.653
0.944,0.332,0.145,2.502,0.305,-5.737
0.945,0.269,0.187,0.122,-0.305,-2.747
0.962,0.223,0.272,-2.075,-3.174,1.282
0.984,0.209,0.303,-1.343,-2.075,4.028
0.980,0.205,0.280,-0.916,0.427,5.859
0.979,0.207,0.259,-4.028,2.075,7.324
0.992,0.211,0.272,-9.399,4.456,8.606
1.729,-0.635,0.325,65.247,-33.264,21.667
1.883,-0.555,0.423,64.514,-24.231,47.485
2.026,-0.467,0.498,61.707,-15.869,74.158
2.203,-0.322,0.547,59.326,-5.005,96.313
2.357,-0.157,0.577,62.439,10.071,112.549
2.468,0.039,0.643,70.129,28.381,122.620
2.526,0.238,0.697,80.200,47.852,126.648
2.532,0.458,0.703,86.792,65.918,127.930
2.507,0.678,0.711,81.238,85.205,130.188
2.440,0.830,0.747,62.439,105.957,132.812
2.325,0.952,0.793,37.781,126.953,136.658
2.167,1.038,0.791,17.334,145.203,138.367
1.946,1.099,0.718,5.554,159.790,135.620
1.752,1.164,0.601,-2.319,174.683,131.897
1.590,1.227,0.528,-10.193,185.913,128.418
1.431,1.295,0.476,-13.916,189.148,123.718
1.243,1.388,0.422,-15.991,189.087,120.056
1.060,1.493,0.395,-22.034,188.782,118.774
0.867,1.633,0.421,-33.936,187.927,119.019
0.752,1.743,0.584,-53.650,187.622,118.469
0.688,1.826,0.745,-76.538,190.857,115.845
0.582,1.861,0.740,-95.459,199.524,109.009
0.463,1.847,0.654,-113.098,203.918,101.379
0.362,1.792,0.561,-132.324,198.303,92.407
0.283,1.693,0.490,-146.484,182.983,79.285
0.191,1.569,0.443,-150.330,162.231,59.875
0.090,1.460,0.422,-145.447,139.343,37.048
-0.002,1.346,0.416,-136.597,116.516,13.611
-0.099,1.200,0.409,-127.075,94.238,-11.780
-0.193,1.034,0.382,-119.080,74.219,-34.851
-0.267,0.907,0.404,-117.920,58.533,-47.058
-0.269,0.804,0.500,-126.892,48.767,-49.500
-0.295,0.662,0.589,-139.526,45.471,-47.791
-0.329,0.519,0.619,-152.283,47.974,-41.016
-0.346,0.402,0.575,-165.710,54.321,-28.259
-0.372,0.305,0.486,-175.964,59.326,-15.381
-0.387,0.202,0.405,-179.932,57.556,-6.958
-0.395,0.121,0.390,-178.650,48.645,-3.540
-0.389,0.051,0.394,-171.570,34.485,-4.272
-0.370,-0.039,0.424,-159.424,17.456,-9.155
-0.355,-0.170,0.479,-146.179,2.380,-14.587
-0.331,-0.298,0.539,-136.536,-8.118,-15.503
-0.292,-0.406,0.589,-129.517,-14.404,-9.033
-0.241,-0.489,0.627,-125.244,-16.418,2.869
-0.182,-0.563,0.587,-122.009,-13.000,17.761
-0.173,-0.600,0.450,-118.530,-8.545,33.081
-0.165,-0.575,0.287,-116.882,-8.240,46.509
-0.148,-0.531,0.167,-112.976,-13.550,53.284
-0.150,-0.491,0.067,-103.455,-23.254,51.025
-0.153,-0.440,-0.020,-91.858,-34.302,44.128
-0.143,-0.432,-0.078,-83.313,-45.349,35.767
-0.109,-0.470,-0.049,-82.153,-57.739,28.381
-0.060,-0.531,-0.009,-84.167,-68.481,23.315
-0.036,-0.579,0.014,-82.397,-75.745,18.738
-0.028,-0.608,-0.023,-77.271,-81.116,15.198
0.027,-0.635,-0.119,-76.233,-84.900,13.184
0.064,-0.658,-0.203,-80.872,-89.111,13.733
0.099,-0.699,-0.250,-86.670,-93.323,15.930
0.113,-0.745,-0.229,-87.219,-99.060,15.747
0.117,-0.800,-0.155,-78.125,-107.910,11.292
0.150,-0.838,-0.095,-62.683,-116.028,3.540
0.201,-0.853,-0.088,-46.082,-123.718,-3.296
0.236,-0.853,-0.126,-34.729,-131.836,-7.690
0.348,-0.833,-0.163,-32.837,-138.672,-7.629
0.439,-0.822,-0.206,-34.058,-142.822,-5.066
0.478,-0.812,-0.238,-32.898,-143.555,-4.150
0.433,-0.801,-0.305,-29.053,-144.226,-6.531
0.469,-0.770,-0.327,-25.818,-146.851,-12.939
0.496,-0.796,-0.385,-20.569,-153.015,-18.127
0.470,-0.821,-0.397,-9.888,-156.433,-29.175
0.500,-0.835,-0.359,1.465,-164.490,-41.565
0.561,-0.858,-0.308,10.803,-176.331,-47.791
0.667,-0.882,-0.285,16.113,-184.937,-49.194
0.811,-0.920,-0.251,14.832,-188.599,-51.758
0.968,-1.001,-0.200,7.874,-185.120,-60.669
1.058,-1.133,-0.175,4.456,-172.180,-77.759
1.064,-1.379,-0.193,9.094,-160.278,-100.830
1.058,-1.710,-0.187,17.944,-160.461,-125.916
1.118,-2.128,-0.090,29.541,-172.913,-142.883
1.439,-2.451,0.101,38.879,-187.622,-139.526
1.840,-2.626,0.504,47.974,-200.134,-115.906
2.196,-2.627,0.993,70.190,-204.651,-79.529
2.451,-2.478,1.277,110.046,-199.463,-39.124
2.565,-2.192,1.341,149.963,-183.472,1.526
2.621,-1.880,1.435,177.856,-157.837,43.091
2.608,-1.544,1.590,201.111,-135.803,82.092
2.563,-1.080,1.695,226.624,-122.742,119.812
2.509,-0.442,1.852,247.498,-112.244,158.508
2.475,0.264,1.912,255.493,-95.703,196.777
2.328,0.993,1.875,247.498,-69.458,231.018
2.250,1.743,1.765,222.717,-34.302,255.005
2.159,2.348,1.586,192.932,1.282,257.751
1.990,2.703,1.350,169.006,33.142,226.746
1.783,2.770,1.103,152.100,56.213,165.649
1.528,2.519,0.916,142.761,67.139,92.346
1.254,2.105,0.724,139.648,66.833,28.625
0.957,1.671,0.608,140.381,60.303,-13.794
0.732,1.418,0.422,142.822,52.307,-28.076
0.603,1.375,0.271,132.935,41.260,-9.460
0.616,1.430,0.286,103.455,29.114,24.963
0.694,1.502,0.374,67.688,19.775,50.110
0.730,1.511,0.403,45.776,16.235,49.194
0.731,1.430,0.387,35.339,16.296,22.827
0.725,1.219,0.368,28.259,15.320,-15.198
